"num_collec","id_echouage","id_mammifere","code_exam","code_capt","info_etat","date_obs","date_echou","localisation","esp_id","code_sexe","long_cm","age_age_mini","age_age","age_age_maxi","prec_long","lb_nom","prelevement_dispo","protocole","com_nom","com_coord_lat","com_coord_long","latitude","longitude","dept_code","code_zone","annee","classe","age_classe","trust"
"9701003",4468,6324,1,"0","M PU",1997-01-20,"1997-01-19","ST HILAIRE DE RIEZ",31,1,210,9,9,9,"Précise","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",1997,"200-219","9-10",NA
"9702005",4498,6358,1,"40","M PU",1997-02-13,"1997-02-13","ST JEAN DE MONT",31,1,195,5,5.5,5.5,"Précise","Delphinus delphis","0","NULL","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",1997,"180-199","5-6",NA
"9702007",4512,6388,1,"0","M PU",1997-02-14,"1997-02-14","ST JEAN DE MONT",31,2,184,6,6,7,"Précise","Delphinus delphis","0","NULL","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",1997,"180-199","6-7",NA
"9702008",4509,6384,2,"40","V M",1997-02-14,"1997-02-13","LEGE CAP FERRET",31,1,216,9,9,9,"Précise","Delphinus delphis","0","NULL","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",1997,"200-219","9-10",NA
"9702009",4508,6377,1,"30","M PU",1997-02-14,"1997-02-14","LACANAU PLAGE NORD",31,1,185,4,4,7,"Précise","Delphinus delphis","0","NULL","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",1997,"180-199","4-5",NA
"9702012",4508,6380,1,"40","M TP",1997-02-14,"1997-02-14","LACANAU PLAGE NORD",31,1,200,6,6.5,7,"Précise","Delphinus delphis","0","NULL","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",1997,"200-219","6-7",NA
"9702014",4508,6382,1,"0","M TP",1997-02-14,"1997-02-14","LACANAU PLAGE NORD",31,2,208,15,15,15,"Précise","Delphinus delphis","0","NULL","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",1997,"200-219","15-16",NA
"9702018",4517,6394,1,"30","M FR PM",1997-02-15,"NULL","LA TREMBLADE PLAGE DU GALLON D'OR",31,2,161,2,2,2,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",1997,"160-179","2-3",NA
"9702021",4549,6518,1,"30","M TP PM",1997-02-16,"1997-02-15","LA TREMBLADE COTE SAUVAGE",31,1,216,10,10,10,"Approximative","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",1997,"200-219","10-11",NA
"9702023",4547,6514,1,"40","M FR",1997-02-16,"1997-02-16","ST CLEMENT DES BALEINES EN RE",31,2,190,5.5,5.5,6,"Précise","Delphinus delphis","0","NULL","SAINT-CLEMENT-DES-BALEINES",46.23631,-1.5577,"NULL","NULL","17","A",1997,"180-199","5-6",NA
"9702024",4547,6513,1,"40","M TP PM",1997-02-16,"NULL","ST CLEMENT DES BALEINES EN RE",31,1,195,19,19,19,"Approximative","Delphinus delphis","0","NULL","SAINT-CLEMENT-DES-BALEINES",46.23631,-1.5577,"NULL","NULL","17","A",1997,"180-199","19-20",NA
"9702025",4581,6612,1,"0","M TP",1997-02-17,"1997-02-15","LONGEVILLE SUR MER PLAGE DES ROCHERS",31,2,202,9,9,9,"Précise","Delphinus delphis","0","NULL","LONGEVILLE-SUR-MER",46.39941,-1.50252,"NULL","NULL","85","A",1997,"200-219","9-10",NA
"9702027",4585,6619,1,"0","M PU",1997-02-17,"1997-02-16","ST JEAN DE MONT",31,1,202,5,5.75,6,"Précise","Delphinus delphis","0","NULL","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",1997,"200-219","5-6",NA
"9702030",4614,6678,1,"0","M PU",1997-02-18,"1997-02-18","ST HILAIRE DE RIEZ",31,2,199,4,4,4,"Précise","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",1997,"180-199","4-5",NA
"9702034",4602,6650,1,"40","M PU",1997-02-18,"1997-02-17","MONTALIVET PLAGE SUD",31,2,173,1,1.75,2,"Précise","Delphinus delphis","0","NULL","VENDAYS-MONTALIVET",45.33534,-1.1552,"NULL","NULL","33","A",1997,"160-179","1-2",NA
"9702035",4601,6649,1,"30","M TP",1997-02-18,"1997-02-17","MONTALIVET PLAGE NORD",31,1,143,3,3.5,4,"Approximative","Delphinus delphis","0","NULL","VENDAYS-MONTALIVET",45.33534,-1.1552,"NULL","NULL","33","A",1997,"140-159","3-4",NA
"9702037",4597,6639,1,"30","M TP",1997-02-18,"1997-02-17","SOULAC GRANDE PLAGE",31,1,219,6,6,6,"Précise","Delphinus delphis","0","NULL","SOULAC-SUR-MER",45.49397,-1.1423,"NULL","NULL","33","A",1997,"200-219","6-7",NA
"9702040",4603,6651,1,"30","M TP PM",1997-02-18,"1997-02-17","LE VERDON PLAGE DE LA CHAMBRETTE",31,1,221,9,9,9,"Approximative","Delphinus delphis","0","NULL","LE VERDON-SUR-MER",45.54129,-1.09758,"NULL","NULL","33","A",1997,"220-239","9-10",NA
"9702041",4618,6683,1,"0","M PU",1997-02-19,"1997-02-19","LE BOIS PLAGE EN RE LES GOUILLAUDS",31,1,202,6,6,6,"Précise","Delphinus delphis","0","NULL","LE BOIS-PLAGE-EN-RE",46.17317,-1.38178,"NULL","NULL","17","A",1997,"200-219","6-7",NA
"9702042",4651,6734,1,"0","M PU",1997-02-19,"1997-02-18","LE CHATEAU D'OLONNE LA CORNICHE",31,2,171,3,3,3,"Précise","Delphinus delphis","0","NULL","CHATEAU-D'OLONNE",46.4818,-1.75916,"NULL","NULL","85","A",1997,"160-179","3-4",NA
"9702043",4660,6746,1,"40","M TP",1997-02-19,"1997-02-18","LES SABLES D'OLONNE GRANDE PLAGE",31,1,210,10,10,10,"Approximative","Delphinus delphis","0","NULL","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",1997,"200-219","10-11",NA
"9702046",4653,6737,1,"40","M PU",1997-02-19,"1997-02-18","JARD SUR MER FOUR A CHAUX",31,1,200,6,6,6,"Approximative","Delphinus delphis","0","NULL","JARD-SUR-MER",46.41741,-1.60616,"NULL","NULL","85","A",1997,"200-219","6-7",NA
"9702049",4627,6696,1,"40","M FR",1997-02-19,"1997-02-18","ST PIERRE D'OLERON PASSE DES BICLES",31,1,190,4,4,4,"Précise","Delphinus delphis","0","NULL","SAINT-PIERRE-D'OLERON",45.92233,-1.33204,"NULL","NULL","17","A",1997,"180-199","4-5",NA
"9702050",4679,6774,1,"0","M PU",1997-02-20,"1997-02-20","SOULAC",31,1,187,3,3,3,"Précise","Delphinus delphis","0","NULL","SOULAC-SUR-MER",45.49397,-1.1423,"NULL","NULL","33","A",1997,"180-199","3-4",NA
"9702052",4684,6780,1,"40","M TP PM",1997-02-21,"1997-02-21","AYTRE",31,1,193,16,16,16,"Approximative","Delphinus delphis","0","NULL","AYTRE",46.12734,-1.13091,"NULL","NULL","17","A",1997,"180-199","16-17",NA
"9702053",4690,6796,1,"0","M TP",1997-02-21,"NULL","BISCARROSSE CEL",31,2,189,4,4,4,"Précise","Delphinus delphis","0","NULL","BISCARROSSE",44.41043,-1.26209,"NULL","NULL","40","A",1997,"180-199","4-5",NA
"9702054",4690,6797,1,"0","M TP",1997-02-21,"NULL","BISCARROSSE CEL",31,1,207,18,18,18,"Précise","Delphinus delphis","0","NULL","BISCARROSSE",44.41043,-1.26209,"NULL","NULL","40","A",1997,"200-219","18-19",NA
"9702056",4690,6799,1,"0","M PU",1997-02-21,"NULL","BISCARROSSE CEL",31,1,230,10,10,10,"Précise","Delphinus delphis","0","NULL","BISCARROSSE",44.41043,-1.26209,"NULL","NULL","40","A",1997,"220-239","10-11",NA
"9702057",4690,6800,1,"40","M TP PM",1997-02-21,"NULL","BISCARROSSE CEL",31,2,195,5,5,5,"Approximative","Delphinus delphis","0","NULL","BISCARROSSE",44.41043,-1.26209,"NULL","NULL","40","A",1997,"180-199","5-6",NA
"9702059",4718,6886,1,"30","M PU PM",1997-02-21,"1997-02-20","ST JEAN DE MONT",31,1,189,3,3.5,4,"Précise","Delphinus delphis","0","NULL","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",1997,"180-199","3-4",NA
"9702066",4747,6934,1,"30","M PU",1997-02-24,"1997-02-22","ST HILAIRE DE RIEZ",31,2,202,10,10,11,"Précise","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",1997,"200-219","10-11",NA
"9702067",4738,6915,1,"40","M TP PM",1997-02-24,"1997-02-24","LA BERNERIE EN RETZ PORT ROYAL",31,1,146,1,1.25,2,"Approximative","Delphinus delphis","0","NULL","LA BERNERIE-EN-RETZ",47.08746,-2.04653,"NULL","NULL","44","A",1997,"140-159","1-2",NA
"9702071",4764,6969,1,"0","M PU",1997-02-26,"1997-02-25","ARS EN RE",31,2,185,3,3,3,"Précise","Delphinus delphis","0","NULL","ARS-EN-RE",46.21204,-1.50808,"NULL","NULL","17","A",1997,"180-199","3-4",NA
"9702083",4791,7002,1,"0","M TP",1997-02-27,"1997-02-27","OLONNE SUR MER LES GRANGES",31,1,165,0,0.5,1,"Approximative","Delphinus delphis","0","NULL","OLONNE-SUR-MER",46.54852,-1.82203,"NULL","NULL","85","A",1997,"160-179","0-1",NA
"9702084",4800,7012,1,"40","M FR",1997-02-28,"1997-02-27","LES SABLES D'OLONNE PLAGE DE LA CHAUME",31,2,202,9,9,9,"Précise","Delphinus delphis","0","NULL","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",1997,"200-219","9-10",NA
"9702085",4799,7011,1,"0","M PU",1997-02-28,"1997-02-28","LES SABLES D'OLONNE",31,2,181,20,20,21,"Précise","Delphinus delphis","0","NULL","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",1997,"180-199","20-21",NA
"9702086",4798,7009,1,"30","M TP",1997-02-28,"1997-02-28","JARD SUR MER RAGOUNITE",31,1,191,3,3.5,4,"Précise","Delphinus delphis","0","NULL","JARD-SUR-MER",46.41741,-1.60616,"NULL","NULL","85","A",1997,"180-199","3-4",NA
"9703091",4810,7029,1,"0","M PU",1997-03-03,"NULL","LA TREMBLADE BONNE ANSE",31,2,185,5,5,5,"Approximative","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",1997,"180-199","5-6",NA
"9703092",4821,7046,1,"0","M TP",1997-03-04,"1997-03-02","STE MARIE EN RE LES GRENETTES",31,1,187,7,7,7,"Précise","Delphinus delphis","0","NULL","SAINTE-MARIE-DE-RE",46.15065,-1.3218,"NULL","NULL","17","A",1997,"180-199","7-8",NA
"9703094",4841,7068,1,"0","M TP",1997-03-11,"NULL","GRAYAN ET L'HOPITAL PLAGE DE DEPEE",31,1,197,6,6,6,"Précise","Delphinus delphis","0","NULL","GRAYAN-ET-L'HOPITAL",45.43091,-1.14856,"NULL","NULL","33","A",1997,"180-199","6-7",NA
"9703095",4841,7067,1,"40","M TP",1997-03-11,"NULL","GRAYAN ET L'HOPITAL PLAGE DE DEPEE",31,1,220,15,15,15,"Précise","Delphinus delphis","0","NULL","GRAYAN-ET-L'HOPITAL",45.43091,-1.14856,"NULL","NULL","33","A",1997,"220-239","15-16",NA
"9708109",4940,7180,1,"0","M FR",1997-08-12,"1997-08-10","NOIRMOUTIER EN L'ILE PLAGE DU PORT DU MORIN",31,1,217,13,13,13,"Précise","Delphinus delphis","0","NULL","NOIRMOUTIER-EN-L'ILE",47.02739,-2.25792,"NULL","NULL","85","A",1997,"200-219","13-14",NA
"9802003",5124,7365,1,"0","M TP",1998-02-15,"NULL","ST CLEMENT DES BALEINES",31,1,222,11,11,12,"Précise","Delphinus delphis","0","NULL","SAINT-CLEMENT-DES-BALEINES",46.23631,-1.5577,"NULL","NULL","17","A",1998,"220-239","11-12",NA
"9803005",5113,7354,1,"0","M TP",1998-02-08,"1998-02-07","LA TRANCHE SUR MER PLAGE DE L'AUNIS",31,2,178,5,5.5,6,"Précise","Delphinus delphis","0","NULL","LA TRANCHE-SUR-MER",46.34606,-1.46728,"NULL","NULL","85","A",1998,"160-179","5-6",NA
"9803008",5180,7426,1,"0","M PU",1998-03-14,"1998-03-14","MARENNES PLAGE",31,2,205,20,20,21,"Précise","Delphinus delphis","0","NULL","MARENNES",45.82002,-1.14169,"NULL","NULL","17","A",1998,"200-219","20-21",NA
"9902009",5508,7774,1,"40","M PU",1999-02-19,"NULL","VIELLE ST GIRONS",31,1,128,0,0.1,0.5,"Précise","Delphinus delphis","0","NULL","VIELLE-SAINT-GIRONS",43.94476,-1.36288,"NULL","NULL","40","A",1999,"120-139","0-1",NA
"9902012",5508,7777,1,"40","M FR",1999-02-19,"NULL","VIELLE ST GIRONS",31,1,200,6,5.8,6,"Précise","Delphinus delphis","0","NULL","VIELLE-SAINT-GIRONS",43.94476,-1.36288,"NULL","NULL","40","A",1999,"200-219","5-6",NA
"9902013",5505,7767,1,"30","M FR",1999-02-19,"NULL","CONTIS",31,1,176,4,3.8,4,"Précise","Delphinus delphis","0","NULL","SAINT-JULIEN-EN-BORN",44.08615,-1.32781,"NULL","NULL","40","A",1999,"160-179","3-4",NA
"9902014",5505,7768,1,"30","M FR",1999-02-19,"NULL","CONTIS",31,1,213,6,6,6,"Précise","Delphinus delphis","0","NULL","SAINT-JULIEN-EN-BORN",44.08615,-1.32781,"NULL","NULL","40","A",1999,"200-219","6-7",NA
"9902017",5529,7821,1,"40","M FR",1999-02-24,"NULL","DOLUS D'OLERON VERT BOIS",31,2,190,10,10,10,"Précise","Delphinus delphis","0","NULL","DOLUS-D'OLERON",45.89531,-1.28015,"NULL","NULL","17","A",1999,"180-199","10-11",NA
"9903021",5570,7887,1,"0","M PU",1999-03-04,"1999-03-04","LA COUARDE SUR MER",31,2,189,8,8,9,"Précise","Delphinus delphis","0","NULL","LA COUARDE-SUR-MER",46.19691,-1.43451,"NULL","NULL","17","A",1999,"180-199","8-9",NA
"9903022",5608,7939,1,"0","M PU",1999-03-05,"NULL","LES SABLES D'OLONNE LA PARACOUE",31,2,202,9,9,9,"Précise","Delphinus delphis","0","NULL","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",1999,"200-219","9-10",NA
"9904032",5754,8140,1,"30","M FR BL",1999-04-15,"NULL","ST CLEMENT DES BALEINES",31,2,194,5,5,5,"Précise","Delphinus delphis","0","NULL","SAINT-CLEMENT-DES-BALEINES",46.23631,-1.5577,"NULL","NULL","17","A",1999,"180-199","5-6",NA
"10002009",6032,8439,1,"30","M FR PM",2000-02-01,"2000-01-30","LA TESTE DE BUCH LE TRENCAT",31,2,174,6,6,7,"Approximative","Delphinus delphis","0","NULL","LA TESTE",44.56442,-1.23492,"NULL","NULL","33","A",2000,"160-179","6-7",NA
"10002013",6064,8483,1,"40","M FR",2000-02-10,"2000-02-09","LA BARRE DE MONTS",31,2,200,3,3,3,"Précise","Delphinus delphis","0","NULL","LA BARRE-DE-MONTS",46.87364,-2.15097,"NULL","NULL","85","A",2000,"200-219","3-4",NA
"10002017",6067,8488,1,"0","M FR",2000-02-11,"2000-02-11","STE MARIE DE RE MONTAMER",31,2,184,4,4,4,"Précise","Delphinus delphis","0","NULL","SAINTE-MARIE-DE-RE",46.15065,-1.3218,"NULL","NULL","17","A",2000,"180-199","4-5",NA
"10002021",6092,8516,1,"40","M PU",2000-02-14,"NULL","ST HILAIRE DE RIEZ",31,1,190,9,9,9,"Précise","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2000,"180-199","9-10",NA
"10002029",6093,8524,1,"40","M PU",2000-02-14,"NULL","ST HILAIRE DE RIEZ",31,1,180,2,2.75,3,"Précise","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2000,"180-199","2-3",NA
"10002030",6093,8525,1,"40","M PU",2000-02-14,"NULL","ST HILAIRE DE RIEZ",31,2,180,2,2.5,3,"Précise","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2000,"180-199","2-3",NA
"10002036",6108,8541,1,"40","M TP",2000-02-15,"NULL","LES SABLES D'OLONNE LA CHAUME",31,2,190,9,9.5,10,"Approximative","Delphinus delphis","0","NULL","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2000,"180-199","9-10",NA
"10002037",6107,8540,1,"0","M TP",2000-02-15,"NULL","LES SABLES D'OLONNE",31,1,200,3,3.5,4,"Approximative","Delphinus delphis","0","NULL","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2000,"200-219","3-4",NA
"10002039",6109,8542,1,"40","M PU",2000-02-16,"NULL","MARENNES",31,2,203,4,4.5,5,"Précise","Delphinus delphis","0","NULL","MARENNES",45.82002,-1.14169,"NULL","NULL","17","A",2000,"200-219","4-5",NA
"10002040",6111,8544,1,"40","M PU",2000-02-16,"2000-02-16","LA TREMBLADE LA CEPE",31,1,191,4,4.5,5,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"180-199","4-5",NA
"10002041",6123,8587,1,"0","M FR",2000-02-17,"2000-02-16","LE BOIS PLAGE EN RE LES GRENETTES",31,1,211,12,12,12,"Précise","Delphinus delphis","0","NULL","LE BOIS-PLAGE-EN-RE",46.17317,-1.38178,"NULL","NULL","17","A",2000,"200-219","12-13",NA
"10002047",6156,8689,1,"40","M TP",2000-02-17,"NULL","OLONNE SUR MER SAUVETERRE",31,1,173,3,3,3,"Précise","Delphinus delphis","0","NULL","OLONNE-SUR-MER",46.54852,-1.82203,"NULL","NULL","85","A",2000,"160-179","3-4",NA
"10002056",6167,8708,1,"0","M TP",2000-02-18,"NULL","LA TREMBLADE POINTE ESPAGNOLE",31,2,225,9,9,9,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"220-239","9-10",NA
"10002057",6165,8698,1,"0","M TP",2000-02-18,"NULL","LA TREMBLADE AQUITAINE",31,2,221,12,12,12,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"220-239","12-13",NA
"10002059",6166,8700,1,"40","M TP",2000-02-18,"NULL","LA TREMBLADE LA BOUVERIE",31,2,131,0,0.5,0.5,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"120-139","0-1",NA
"10002060",6166,8701,1,"0","M PU",2000-02-18,"NULL","LA TREMBLADE LA BOUVERIE",31,2,193,4,5,5,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"180-199","5-6",NA
"10002061",6166,8702,1,"0","M TP",2000-02-18,"NULL","LA TREMBLADE LA BOUVERIE",31,2,188,10,10,11,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"180-199","10-11",NA
"10002062",6166,8703,1,"0","M TP",2000-02-18,"NULL","LA TREMBLADE LA BOUVERIE",31,2,193,3,3,3,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"180-199","3-4",NA
"10002065",6166,8706,1,"0","M TP",2000-02-18,"NULL","LA TREMBLADE LA BOUVERIE",31,2,196,6,6.5,7,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"180-199","6-7",NA
"10002066",6204,8794,1,"0","M PU",2000-02-19,"NULL","LA FAUTE SUR MER LES BELOUGAS",31,1,197,6,6.75,7,"Précise","Delphinus delphis","0","NULL","LA FAUTE-SUR-MER",46.31636,-1.31541,"NULL","NULL","85","A",2000,"180-199","6-7",NA
"10002067",6216,8812,1,"0","M TP",2000-02-21,"NULL","LA TREMBLADE LE GALLON D'OR",31,1,195,7,7.5,8,"Précise","Delphinus delphis","0","NULL","LA TREMBLADE",45.79167,-1.23428,"NULL","NULL","17","A",2000,"180-199","7-8",NA
"10002069",6228,8828,1,"0","M TP",2000-02-21,"NULL","ST HILAIRE DE RIEZ",31,1,195,4,4.75,5,"Précise","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2000,"180-199","4-5",NA
"10002070",6228,8829,1,"40","M PU",2000-02-21,"NULL","ST HILAIRE DE RIEZ",31,1,220,11,11,12,"Précise","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2000,"220-239","11-12",NA
"10002071",6230,8833,1,"40","M PU",2000-02-21,"NULL","ST HILAIRE DE RIEZ LES MOUETTES",31,1,160,1,1.5,2,"Approximative","Delphinus delphis","0","NULL","SAINT-HILAIRE-DE-RIEZ",46.74673,-2.00906,"NULL","NULL","85","A",2000,"160-179","1-2",NA
"10002072",6048,8463,1,"0","M FR",2000-02-07,"NULL","BELLE ILE EN MER",31,2,205,16,16,17,"Précise","Delphinus delphis","0","NULL","BANGOR",47.29859,-3.18944,"NULL","NULL","56","A",2000,"200-219","16-17",NA
"10002073",6238,8846,1,"30","M PU",2000-02-22,"NULL","LACANAU OCEAN",31,1,198,8,9,9,"Précise","Delphinus delphis","0","NULL","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2000,"180-199","9-10",NA
"10002074",6238,8847,1,"30","M PU",2000-02-22,"NULL","LACANAU OCEAN",31,2,218,16,17,17,"Précise","Delphinus delphis","0","NULL","LACANAU",44.98592,-1.19751,"NULL","NULL","33","A",2000,"200-219","17-18",NA
"10002076",6236,8841,1,"40","M TP",2000-02-22,"NULL","HOURTIN",31,1,198,5,5.5,6,"Précise","Delphinus delphis","0","NULL","HOURTIN",45.18286,-1.17922,"NULL","NULL","33","A",2000,"180-199","5-6",NA
"10002077",6236,8842,1,"40","M TP",2000-02-22,"NULL","HOURTIN",31,2,182,4,4,5,"Précise","Delphinus delphis","0","NULL","HOURTIN",45.18286,-1.17922,"NULL","NULL","33","A",2000,"180-199","4-5",NA
"10003084",6292,8937,1,"30","M FR PM",2000-03-01,"2000-02-29","LES SABLES D'OLONNE",31,2,180,11,11,12,"Approximative","Delphinus delphis","0","NULL","LES SABLES-D'OLONNE",46.50171,-1.81587,"NULL","NULL","85","A",2000,"180-199","11-12",NA
"10003088",6290,8935,1,"40","M TP",2000-03-01,"NULL","JARD SUR MER",31,1,170,3,3,3,"Approximative","Delphinus delphis","0","NULL","JARD-SUR-MER",46.41741,-1.60616,"NULL","NULL","85","A",2000,"160-179","3-4",NA
"10003089",6294,8940,1,"0","M PU",2000-03-02,"2000-03-01","LA ROCHELLE LA MARE",31,2,176,4,4.5,5,"Précise","Delphinus delphis","0","NULL","LA ROCHELLE",46.15659,-1.17429,"NULL","NULL","17","A",2000,"160-179","4-5",NA
"10003099",6185,8752,1,"0","M PU",2000-02-18,"2000-02-18","OLONNE SUR MER LES GRANGES",31,2,185,3,3.5,4,"Précise","Delphinus delphis","0","NULL","OLONNE-SUR-MER",46.54852,-1.82203,"NULL","NULL","85","A",2000,"180-199","3-4",NA
"10003101",6055,8470,1,"0","M PU",2000-02-09,"NULL","MAGUOUERO",31,2,192,5,5,5,"Précise","Delphinus delphis","0","NULL","PLOUHINEC56",47.66036,-3.22748,"NULL","NULL","56","A",2000,"180-199","5-6",NA
"10003102",6075,8496,1,"0","M FR",2000-02-13,"2000-02-13","FORT BLOQUE",31,2,200,12,12,12,"Précise","Delphinus delphis","0","NULL","PLOEMEUR",47.70493,-3.44469,"NULL","NULL","56","A",2000,"200-219","12-13",NA
"10005105",6425,9099,2,"0","M PU",2000-05-11,"2000-05-10","LE BOIS PLAGE EN RE LE GROS JONC",31,2,227,9,9,10,"Précise","Delphinus delphis","0","NULL","LE BOIS-PLAGE-EN-RE",46.17317,-1.38178,"NULL","NULL","17","A",2000,"220-239","9-10",NA
"10008117",6478,9155,1,"40","M FR",2000-08-27,"2000-08-26","ST JEAN DE MONTS L'ESTACADE",31,2,220,16,16,17,"Précise","Delphinus delphis","0","NULL","SAINT-JEAN-DE-MONTS",46.79268,-2.07962,"NULL","NULL","85","A",2000,"220-239","16-17",NA
"10009119",6491,9168,1,"0","M FR",2000-09-21,"2000-09-21","ST DENIS D'OLERON LES HUTTES",31,2,174,2,2.5,2.5,"Précise","Delphinus delphis","0","NULL","SAINT-DENIS-D'OLERON",46.04764,-1.41003,"NULL","NULL","17","A",2000,"160-179","2-3",NA
"10011125",6510,9191,1,"0","M FR",2000-11-02,"2000-11-02","LA COUARDE SUR MER LES ANNERIES",31,1,180,7,7,7,"Précise","Delphinus delphis","0","NULL","LA COUARDE-SUR-MER",46.19691,-1.43451,"NULL","NULL","17","A",2000,"180-199","7-8",NA
"10011129",6102,8535,1,"0","M FR",2000-02-15,"2000-02-15","BELLE ILE EN MER",31,1,158,1,1,1,"Précise","Delphinus delphis","0","NULL","SAUZON",47.37579,-3.24781,"NULL","NULL","56","A",2000,"140-159","1-2",NA
"10012152",6545,9227,1,"0","M PU",2000-12-04,"2000-12-03","PREFAILLES POINTE ST GILDAS",31,1,232,16,16,16,"Précise","Delphinus delphis","0","NULL","PREFAILLES",47.13203,-2.23086,"NULL","NULL","44","A",2000,"220-239","16-17",NA
"10012158",6226,8824,1,"40","M TP",2000-02-21,"2000-02-19","LONGEVILLE SUR MER LES CONCHES",31,2,208,7,7,7,"Précise","Delphinus delphis","0","NULL","LONGEVILLE-SUR-MER",46.39941,-1.50252,"NULL","NULL","85","A",2000,"200-219","7-8",NA
"10012159",6258,8891,1,"0","M TP",2000-02-24,"NULL","ST VINCENT SUR JARD",31,2,194,6,6.5,7,"Précise","Delphinus delphis","0","NULL","SAINT-VINCENT-SUR-JARD",46.41094,-1.54631,"NULL","NULL","85","A",2000,"180-199","6-7",NA
"10012160",6276,8919,1,"0","M TP",2000-02-28,"2000-02-28","LA TRANCHE SUR MER LA TERRIERE",31,2,174,2,2,3,"Précise","Delphinus delphis","0","NULL","LA TRANCHE-SUR-MER",46.34606,-1.46728,"NULL","NULL","85","A",2000,"160-179","2-3",NA
"10101004",6624,9309,1,"40","M FR",2001-01-08,"2001-01-07","LEGE CAP FERRET LES PECHEURS",31,1,215,10,10.5,11,"Précise","Delphinus delphis","0","NULL","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2001,"200-219","10-11",NA
"10101005",6625,9310,1,"40","M FR",2001-01-08,"2001-01-07","LEGE CAP FERRET TRUC VERT",31,2,185,4,4.5,6,"Précise","Delphinus delphis","0","NULL","LEGE-CAP-FERRET",44.72561,-1.24422,"NULL","NULL","33","A",2001,"180-199","4-5",NA
"10101007",6645,9333,1,"0","M PU",2001-01-23,"2001-01-23","ST PIERRE D'OLERON CHEFMALIERE",31,1,212,13,14,16,"Précise","Delphinus delphis","0","NULL","SAINT-PIERRE-D'OLERON",45.92233,-1.33204,"NULL","NULL","17","A",2001,"200-219","14-15",NA
"10101008",6653,9341,1,"0","M FR",2001-01-25,"2001-01-23","MONTALIVET PLAGE SUD",31,1,228,11,12,13,"Précise","Delphinus delphis","0","NULL","VENDAYS-MONTALIVET",45.33534,-1.1552,"NULL","NULL","33","A",2001,"220-239","12-13",NA
